36,36
103,37
109,31
109,42
97,32
87,22
42,20
49,25
63,26
86,76
18,72
15,46
48,106
49,79
44,68
4,61
9,54
32,45
54,11
103,58
96,64
115,66
113,58
97,86
114,90
99,95
76,86
47,42
52,36
68,17
29,13
27,21
7,78
63,95
71,101
65,112
53,88
43,54
65,56
62,47
28,37
35,53
82,106
78,27
77,13
99,16
41,101
41,109
51,99
37,92
30,93
22,97
31,103
34,110
74,93
20,19
12,14
12,7
57,5
103,47
92,47
86,32
85,40
83,88
68,86
61,85
73,114
82,113
34,61
34,71
37,82
24,86
89,68
103,79
89,61
74,34
67,37
69,43
57,108
42,31
77,20
27,67
29,78
17,86
21,60
56,58
59,66
66,62
51,49
49,18
73,50
108,69
71,25
58,17
25,48
78,61
78,70
79,78
81,54
19,35
94,101
96,71
95,78
72,76
102,102
77,41
81,47
51,65
63,73
19,53
63,103
32,30
59,40
63,32
