31,41
15,41
18,49
31,48
23,71
36,74
61,74
73,74
76,82
61,82
60,49
55,29
73,30
66,34
65,27
77,23
84,28
49,16
68,15
68,5
88,37
99,31
113,47
108,25
95,14
109,6
89,81
115,89
60,109
79,103
101,65
108,74
115,62
25,53
3,41
62,41
51,43
46,52
117,29
116,9
109,32
96,59
96,50
88,52
53,84
5,53
26,3
46,29
78,94
67,69
64,62
72,48
92,72
48,65
44,72
40,62
43,36
11,104
16,116
37,118
13,90
10,81
15,65
37,86
20,17
15,9
16,23
89,89
77,64
75,38
34,33
24,41
40,24
98,90
98,82
92,44
80,52
33,58
54,71
59,117
19,106
55,59
21,82
4,69
37,95
63,101
26,91
29,99
70,95
68,82
101,22
110,55
55,97
52,115
