36,91
69,61
70,50
42,48
35,54
24,69
16,75
22,61
12,65
27,82
31,79
34,65
40,70
37,61
43,61
46,56
82,74
64,85
56,82
66,77
52,66
57,48
78,58
76,28
56,43
56,38
41,38
33,31
43,8
50,5
48,13
70,13
79,13
79,20
41,21
39,14
25,7
25,22
36,19
9,19
24,38
16,56
32,46
29,42
32,37
19,26
117,17
94,34
91,47
95,60
94,74
109,50
96,11
62,9
54,30
47,32
68,33
70,24
98,30
105,24
112,42
104,4
116,9
108,14
78,36
15,20
24,30
75,2
66,3
59,3
60,55
62,66
82,30
15,90
18,83
109,29
85,8
87,17
39,77
28,94
46,85
50,91
12,104
51,76
44,98
48,50
30,72
19,104
52,103
59,107
61,31
75,73
87,27
95,55
36,82
26,54
89,32
30,11
