96,88
77,88
84,88
73,55
72,64
74,31
97,49
94,53
114,106
101,95
46,91
56,106
37,103
60,9
67,90
72,102
86,109
17,68
76,68
79,61
78,48
82,40
75,41
60,51
65,59
58,72
49,97
64,99
60,115
93,112
85,98
105,69
99,57
34,69
35,94
46,120
56,100
73,84
68,69
46,106
56,59
54,65
91,75
83,83
83,78
83,68
67,80
71,93
71,46
44,81
47,73
52,88
52,47
50,60
46,55
76,99
36,116
27,116
28,90
27,83
37,83
54,78
65,23
76,24
82,27
58,27
64,45
63,34
33,33
76,73
63,83
68,85
113,80
38,59
101,103
95,99
67,64
52,116
25,47
86,50
50,23
62,16
17,77
9,62
13,56
24,63
23,55
11,42
14,27
25,27
25,10
21,20
35,12
48,8
68,17
71,10
48,16
13,92
10,76
6,101
28,72
23,40
43,27
46,43
