95,37
80,22
81,12
19,43
92,62
69,11
100,53
4,13
35,10
35,18
15,27
9,32
11,6
11,20
45,6
36,37
22,72
9,72
16,66
43,67
47,37
51,21
43,17
72,22
69,29
52,50
45,49
5,51
5,59
12,103
10,81
6,88
20,85
64,44
47,30
35,28
9,40
12,47
64,57
79,32
62,11
26,28
26,17
28,93
21,94
36,99
42,105
42,92
50,96
56,91
50,78
71,117
50,86
58,78
117,59
94,48
88,41
88,34
78,80
70,80
30,110
76,91
87,90
101,87
62,25
104,44
107,105
102,69
100,111
51,110
39,112
26,44
73,40
86,27
28,84
27,59
71,101
71,110
64,91
91,5
53,8
20,5
12,13
76,54
89,54
101,61
109,83
83,99
85,109
29,102
35,49
118,67
109,62
99,79
84,66
42,83
23,107
63,69
39,58
58,35
114,23
113,75
26,36
104,36
107,52
56,58
72,71
30,68
91,12
93,25
99,99
