87,30
61,30
74,33
79,30
67,25
63,22
58,26
69,37
64,10
72,15
81,18
70,21
41,31
45,36
43,41
52,42
39,45
35,50
46,59
47,52
46,45
50,47
65,51
62,47
56,46
92,50
91,41
84,36
87,50
82,52
81,43
105,46
103,38
108,37
95,32
99,26
96,19
85,14
70,45
74,49
78,60
71,56
53,51
60,54
65,66
72,63
56,68
50,71
84,58
90,55
108,52
107,65
85,68
89,72
95,64
68,73
63,71
72,68
57,75
47,78
38,57
53,59
88,19
107,27
100,52
88,63
64,61
60,64
77,68
95,10
45,68
74,77
44,93
58,89
62,77
69,83
72,89
87,89
99,78
96,70
99,86
94,88
80,77
104,104
52,96
62,100
67,104
55,109
45,113
51,115
39,98
63,116
64,109
73,115
72,104
88,107
84,101
94,96
95,102
91,116
95,113
83,121
68,94
78,87
81,95
105,91
108,99
105,74
110,80
117,99
112,92
112,59
115,52
104,58
84,26
84,85
93,78
58,95
54,79
64,36
28,63
30,72
81,111
79,104
42,82
44,26
47,30
51,26
102,22
35,103
59,15
53,18
47,20
52,33
70,30
73,25
74,38
32,55
27,49
36,62
41,63
36,72
51,65
51,89
62,83
99,110
97,37
97,42
93,59
101,64
89,35
101,32
44,74
41,51
58,40
76,97
49,104
40,89
47,84
87,44
