83,50
62,40
91,40
96,53
44,44
48,36
55,36
43,53
34,57
41,62
41,71
62,69
47,64
53,55
57,48
58,62
63,57
66,63
71,61
71,55
70,49
71,42
79,38
83,57
87,47
78,53
102,44
105,57
95,66
103,70
86,71
87,76
57,26
48,20
65,36
70,25
62,29
76,30
87,31
83,25
111,36
35,49
27,48
20,54
20,44
18,36
19,25
24,29
37,34
29,42
32,25
33,31
27,34
11,47
8,54
10,59
11,65
18,62
21,74
9,85
54,78
25,66
75,68
55,9
47,14
16,77
41,26
46,31
37,20
63,19
79,22
75,18
110,92
117,93
111,75
117,72
111,49
108,66
55,19
74,80
99,63
107,85
114,84
69,100
33,89
40,87
100,98
91,95
94,80
51,68
104,51
92,61
97,42
