43,78
22,7
18,32
13,28
38,26
42,52
10,57
9,50
16,61
19,55
28,53
24,59
24,86
28,78
59,17
70,17
76,20
83,28
78,57
71,55
54,74
63,82
53,82
107,48
108,55
103,62
104,38
99,22
106,17
99,12
34,98
34,88
51,110
51,101
51,94
56,105
67,101
69,92
46,86
79,98
80,108
90,101
87,93
95,110
65,116
103,116
113,99
115,85
106,74
98,84
105,89
109,109
88,41
64,39
70,42
50,13
33,14
43,20
47,26
35,58
88,76
73,5
44,37
96,28
76,79
71,74
67,65
78,67
89,65
99,96
102,105
52,41
91,119
76,118
25,41
12,110
8,102
21,116
31,117
27,108
19,100
38,105
46,72
41,68
21,21
29,28
87,83
51,33
65,26
90,13
43,59
34,64
46,44
37,38
84,60
4,72
98,42
67,50
52,66
59,60
81,73
10,18
14,91
43,96
78,45
46,3
30,3
119,67
100,69
94,55
84,48
60,53
60,45
73,28
27,98
35,45
117,56
55,117
117,76
113,70
59,34
50,60
69,108
85,18
68,10
17,16
17,41
55,9
