54,67
29,65
8,42
15,37
24,53
33,54
40,80
56,105
60,73
67,78
66,86
59,93
46,101
47,92
39,101
41,64
13,52
11,60
20,60
44,56
46,38
32,41
41,43
25,36
20,28
77,98
77,90
50,75
53,83
86,102
96,107
89,114
112,109
108,101
110,84
89,82
90,92
90,73
92,54
95,62
100,68
106,74
100,92
95,42
84,42
73,23
74,10
72,43
64,65
81,61
48,21
38,73
85,15
28,28
57,52
16,71
21,81
15,96
31,108
32,95
104,56
105,37
33,13
84,26
111,117
16,16
69,98
83,51
75,116
96,114
45,29
57,32
28,75
19,42
11,20
37,33
73,62
63,42
24,19
53,98
48,8
100,84
105,46
115,66
