2.430917183970286721e-01,7.016183608923937109e-01,4.311088328801607195e-01,3.793679248883337629e-01,6.259829002355608019e-01,7.019943803310644270e-01,5.550621529400637799e-01,3.589711086353764569e-01,3.791979529245130265e-01,3.454863586404037790e-01,4.518531647178605781e-01,2.649511806010699799e-01,5.924518657971082902e-01,3.020326455578357105e-01,3.157702551648629008e-01,5.138259728531376913e-01,3.674693834407739002e-01,4.562903419167511632e-01,3.562896705127600039e-01,1.370027584205737725e-01,6.328960163779140391e-01,3.229550307052029279e-01,6.167935153045529528e-01,3.798001806575029837e-01,4.838262296993686706e-01,5.729122477911642308e-01,6.010892922457767851e-01,4.725662638007684380e-01,4.971852872854799488e-01,1.856495726411707403e-01,8.369870332648803035e-02,3.365504632012796815e-01,6.092917631084584507e-01,5.042029529748613959e-01,2.974139159383290543e-01,3.889797027426007414e-01,5.207939686965078474e-01,3.612475335502224327e-01,5.236640219010249009e-01,4.893560539681912624e-01,3.951863688853365364e-01,3.089905883387261132e-01,4.062972143144497617e-01,3.290821157753627824e-01,5.482696243596474339e-01,5.210694364660315436e-01,4.883974872524174948e-01,3.916463217943743080e-01,3.820362020770364242e-01,4.878042895190023986e-01
4.741879701384037471e-01,2.052463865868738302e-01,4.145850146804758163e-01,3.382035964923691407e-01,2.168524262110790579e-01,4.955245504641703769e-01,4.717653424337427959e-01,2.616428907289648498e-01,4.854970696443569045e-01,2.090276705927811285e-01,3.966104995208902251e-01,5.750941053948014359e-01,2.171786850556062520e-01,5.239241261647823444e-01,4.636726574256101463e-01,3.018435313945675436e-01,2.527951277859408763e-01,6.987314562337021417e-01,3.628410507622532588e-01,4.978432850996405423e-01,6.929211640345641632e-01,4.429358653968706316e-01,6.127446355485733909e-01,3.434111768950552923e-01,5.130473853176269472e-01,4.479063952326528542e-01,3.380667741035978113e-01,4.558287468172987356e-01,5.219128752151594997e-01,3.079220051353194765e-01,3.733371302599570729e-01,2.314117147476335012e-01,4.227191082096636299e-01,3.251047594602002877e-01,3.602879501264591999e-01,4.517953389996633984e-01,4.230885342801622984e-01,4.352781037569485312e-01,2.957021225428185796e-01,6.779349601515241019e-01,5.479364052446060729e-01,2.987645189506212273e-01,3.626588344560789379e-01,4.911344596040060351e-01,3.445375549151491468e-01,4.489018915104058816e-01,3.178197766663252710e-01,4.804663795923042602e-01,5.375986759736023357e-01,6.013975616105649014e-01
5.720314856535421155e-01,4.951262782963040676e-01,4.048742784472194600e-01,3.509229852535475924e-01,3.115181831125686251e-01,3.220960373372544483e-01,4.827383230467720554e-01,3.440349493545950543e-01,5.080443875503983797e-01,2.160359994539844120e-01,5.158035146652857339e-01,6.126796078485251540e-01,6.006666024310793883e-01,3.546700880428730884e-01,4.445902975156509895e-01,2.654450834923109959e-01,4.244514007893198659e-01,4.411868103141767805e-01,4.178681823523866523e-01,5.541514876506420384e-01,4.561565000802612069e-01,6.195665440188180551e-01,5.390609026667360082e-01,5.552024998905417119e-01,4.153444065683808972e-01,3.440734236645804911e-01,5.017473619539170038e-01,6.110740235918264984e-01,5.059178717361612065e-01,5.757160742367587458e-01,2.277615451241488675e-01,4.487712733998725501e-01,3.961714128576710459e-01,5.183547436976732037e-01,6.033956593563185589e-01,7.618690260243161649e-01,4.376729625356631792e-01,4.730774332565644835e-01,4.409307863681462547e-01,3.849822209869815381e-01,5.348957240509482070e-01,6.448818567839234017e-01,3.822016755125359766e-01,4.369967758874934161e-01,3.243270344293035512e-01,3.919941521883846258e-01,4.312934443227916526e-01,4.580741237753552797e-01,7.492523287659277886e-02,5.986416372349894210e-01
4.587770158206297966e-01,1.972356444413530252e-01,5.113621469521723029e-01,2.921152173333907975e-01,5.898580907971844312e-01,3.396935585818520731e-01,2.998226038927511716e-01,8.190083599913761114e-02,4.043280701303459956e-01,4.317605602455883984e-01,4.383220211955036194e-01,6.343456362443212759e-01,6.176427030485078795e-01,4.838813799045472708e-01,3.238920350988522823e-01,4.291710009648240787e-01,4.927924343506545068e-01,5.170589573778483494e-01,3.893529884686407483e-01,4.855047856819574292e-01,3.460363443554417273e-01,5.995943929857380228e-01,5.420255198331845881e-01,5.810737596165529428e-01,4.755834490722199437e-01,5.178617343515533600e-01,2.064182433734434996e-01,3.299100163860995694e-01,4.805583965823580495e-01,2.418097795156346763e-01,3.156737639507823379e-01,3.110542250661372798e-01,2.666024523394596168e-01,2.022849366568687524e-01,5.101936584792715612e-01,6.542504312665439192e-01,2.646360568125740720e-01,5.625829967721203140e-01,4.637268267174379788e-01,5.818390037974502382e-01,5.953426720443865117e-01,5.126224196828952362e-01,5.452784629403939487e-01,4.488697498311296497e-01,5.386877489151424836e-01,1.581606278490098882e-01,4.669556906940863783e-01,4.055178851692018971e-01,4.437034565872786662e-01,3.504149277554267083e-01
4.064041758397441417e-01,5.110976934507107661e-01,4.812942822491669825e-01,4.650876233512040714e-01,4.587026545578462011e-01,1.381174236013034129e-01,5.838476655285730343e-01,4.830537408561445534e-01,5.037757417535160265e-01,6.101402009182914643e-01,4.398974086947430862e-01,6.480436000079038417e-01,4.951595138886940584e-01,5.194082665666608367e-01,4.761416293769973329e-01,4.877022159458420103e-01,4.571889675856622981e-01,3.234653613468965183e-01,5.389733137477135116e-01,4.580950336911798759e-01,5.183290301513987508e-01,4.039693014331331988e-01,4.171489717040060552e-01,2.941612486092866630e-01,5.499228724209169750e-01,3.973094695260278586e-01,5.336097498626060087e-01,4.579332634906955191e-01,4.702889347352579574e-01,4.050359595701357174e-01,5.202424659557989273e-01,5.095311417934406117e-01,5.702908964245166912e-01,4.633768453542386201e-01,4.519119216674570838e-01,6.492173896523979471e-01,5.154316390317257301e-01,4.956406799970118904e-01,4.646956957541979460e-01,3.255287905577461394e-01,4.406234491254636954e-01,5.343403839097300434e-01,5.450768987745864269e-01,3.401947450857928934e-01,4.740435768538776573e-01,3.200461715627272441e-01,5.603386759352052549e-01,5.205196116955486119e-01,3.149563929312256816e-01,5.657695906720195955e-01
4.095099402982473880e-01,3.791994765567031633e-01,3.729455551861264317e-01,4.360582411997510621e-01,3.992445760409833455e-01,5.296106689232802367e-01,4.782640757566126721e-01,5.161565654783363266e-01,4.650470276790976132e-01,4.642052836088976231e-01,6.399791374707838321e-01,3.996893477953726292e-01,3.836830024007979456e-01,3.880383000991520781e-01,2.790449325953596182e-01,5.480032890281085756e-01,3.414637208130500423e-01,4.224156175656665901e-01,3.297655915962927065e-01,2.301978090025441626e-01,3.527067183890615354e-01,3.506104546898862750e-01,4.933793121001858739e-01,3.676715769331069250e-01,4.298397375306987622e-01,2.939180009356426870e-01,3.726768814919073636e-01,4.049758512293635260e-01,3.259394916434843470e-01,2.141030294661894484e-01,3.018345175233883015e-01,3.656813283930421266e-01,5.386456271999685574e-01,4.945199856944235695e-01,5.298786583748170687e-01,4.816908159894985886e-01,4.587896122947843214e-01,7.426252340901783044e-02,3.109602355174769794e-01,2.757390780962755694e-01,4.007386514957130830e-01,5.387724542292946506e-01,2.017527187494897456e-01,5.090181511346482113e-01,3.971452078631591553e-01,4.971130039280349244e-01,3.990993165132236675e-01,4.553367386460054900e-01,2.498345684738523254e-01,5.531203422255501767e-01
4.734757541355397170e-01,6.855371892132827716e-01,3.724152139167297149e-01,2.784956891232546194e-01,4.509278954323158173e-01,1.641309743408921884e-01,5.792690337476018581e-01,4.284013979457525489e-01,5.526694924579904633e-01,6.024931516703205814e-01,5.407697850962626118e-01,4.107885524172854019e-01,2.966877590722235003e-01,5.395524413802142982e-01,5.267028264644341151e-01,4.870387264516126691e-01,6.801440606900353014e-01,3.302866866351118480e-01,4.892572432151462425e-01,6.444999488370386498e-01,3.267590297708267699e-01,5.484787522043198527e-01,4.719042066197394192e-01,3.308184453463647867e-01,4.588247763207253249e-01,2.524328896822669033e-01,4.195057481408329680e-01,6.447263296885151762e-01,3.670089243463529605e-01,4.595299136862450173e-01,3.676198841147474972e-01,4.665378946525575721e-01,4.341313168990026394e-01,3.635828677058189906e-01,5.149715427237507859e-01,1.880808400783937906e-01,4.396680395238845018e-01,4.954012119919362633e-01,2.937999646184326630e-01,3.565356298223765208e-01,4.636977095596745424e-01,4.586896283310166189e-01,5.786693879088776749e-01,1.637701415905834790e-01,6.393754107559544986e-01,5.671211160545862606e-01,6.281966493410199304e-01,5.034030479214088860e-01,7.581857148813698766e-01,4.641147438827347704e-01
5.764061269478590877e-01,7.068453919423551834e-01,3.995083101238043333e-01,7.947914537662704726e-01,5.173806974898798039e-01,3.407739100794326403e-01,3.653893993540139329e-01,4.933733038797120662e-01,4.914218957112280739e-01,4.371134714724423387e-01,3.310322355848692721e-01,5.055804463228834589e-01,4.811733449311378363e-01,3.231583011117989401e-01,3.639065759333037220e-01,5.658346027311521587e-01,5.055939215942917286e-01,4.696002397183898225e-01,4.982009840926573951e-01,5.092611500416778236e-01,5.380897840617466787e-01,4.001623392396759793e-01,2.901382502143810549e-01,6.266353379312066263e-01,4.645900698962436293e-01,5.655781663778116641e-01,7.745089344564088929e-01,1.270805384975786101e-01,6.893957595848467790e-01,3.748228743454674605e-01,4.210062317821338662e-01,5.924815795530832263e-01,3.763359899538457620e-01,5.944886409666731986e-01,2.966589704781617542e-01,4.024977725667165940e-01,4.847355655115264117e-01,3.708342800378294779e-01,5.474711589178388182e-01,4.731811803104745695e-01,4.372123599070454336e-01,3.326252992980197609e-01,5.464456531609798162e-01,5.002066626881750411e-01,4.939364335855398469e-01,5.171956395273565876e-01,5.748248814823735398e-01,4.633547754085838299e-01,2.945961034691769176e-01,2.467057930110624075e-01
4.813733620262002355e-01,6.626790098297694609e-01,3.613798930652818431e-01,4.952802167859269300e-01,5.426057554646074310e-01,4.303384329766448690e-01,5.458552703179619936e-01,6.440940448140795027e-01,5.975315267896016413e-01,4.683509434280621053e-01,4.427562059856828269e-01,3.506242481222903162e-01,6.861998753090290393e-01,4.468320130972339155e-01,4.448458259796080339e-01,3.220440711731893946e-01,6.547787032823353393e-01,5.218608738128661662e-01,4.936613565957952421e-01,4.150792856625749039e-01,6.524403369113132012e-01,4.002662567766284152e-01,3.926112453206920816e-01,4.161201211485761053e-01,1.629199538915582501e-01,6.276478623302057525e-01,5.835568436621780819e-01,4.075868644723202872e-01,2.892529910434124552e-01,3.942839169012597456e-01,6.457407479252916804e-01,4.364074053958754140e-01,5.889699035591331455e-01,3.550458409031740370e-01,4.044457753494380969e-01,4.217305743800150442e-01,5.789165976028345373e-01,1.490231254698263230e-01,5.359746843225308144e-01,4.843486120420703589e-01,5.030649718600442855e-01,4.608849773442110775e-01,5.048970344635163032e-01,5.542240575691118609e-01,4.238862271276394589e-01,3.273904443379523355e-01,3.434606810776300034e-01,3.004939108189123020e-01,6.640160827459274939e-01,6.757363436017157499e-01
5.480194669391267315e-01,2.847032637378379416e-01,4.217457151007343308e-01,4.549124466579075876e-01,3.381180495809520403e-01,4.757825292850138554e-01,3.831953555259031696e-01,4.121645328747584047e-01,4.865169337188158805e-01,4.321960581241584554e-01,8.251678988403161885e-02,4.572699138586378553e-01,2.910874213183934911e-01,5.372715710679166756e-01,1.875893113855680583e-01,3.702696772271178993e-01,5.217817835821819683e-01,3.333062657732565603e-01,5.106865562517756141e-01,4.757926295388933413e-01,4.675403538539461556e-01,5.310780208486439724e-01,4.976211349546020291e-01,5.776359605842948941e-01,4.827376015200692261e-01,3.699233903952592883e-01,2.479269006267148245e-01,2.630243554753685653e-01,4.249414330874362600e-01,3.807898083136498357e-01,4.693558020556929389e-01,4.664970823452705972e-01,3.622579748928020371e-01,5.808463240290181462e-01,6.369017904482210390e-01,3.757390831929125485e-01,2.116846232165506825e-01,4.364067113464095704e-01,2.672624848308298162e-01,3.590742806073725646e-01,6.877641996060942509e-01,8.292751289295549610e-02,6.975489700496573242e-01,2.085194187298349822e-01,2.717425112811345800e-01,3.012269445051609096e-01,5.467069902922164770e-01,4.775728809301325040e-01,5.976574840233339625e-01,6.481528569833113762e-01
