24,75
24,68
20,53
24,43
15,31
25,57
29,49
35,92
20,89
68,100
51,76
45,72
60,61
66,66
74,65
70,60
77,55
63,41
69,50
38,79
50,83
80,85
75,83
67,76
50,50
34,51
39,56
47,64
11,53
51,31
32,31
39,29
37,38
62,46
74,71
52,67
53,56
92,83
48,93
78,40
75,47
97,45
87,39
93,38
91,45
83,56
98,25
112,67
89,74
97,63
91,67
83,45
95,54
88,51
103,53
103,35
98,37
102,41
108,39
107,44
54,92
56,99
60,73
101,69
105,61
43,34
47,37
33,68
37,12
42,11
57,20
82,109
77,97
118,73
111,54
113,46
22,6
38,19
9,71
44,84
85,97
114,12
57,53
64,24
83,103
56,108
117,50
119,57
68,71
71,38
58,36
42,22
29,40
22,32
30,55
88,34
84,80
13,64
60,66
53,61
57,44
101,76
69,45
18,37
117,35
28,27
13,20
21,19
8,7
32,74
86,69
68,55
106,16
109,72
85,88
67,94
30,12
17,75
36,61
27,91
19,84
27,64
44,51
46,26
118,79
65,36
50,11
43,95
24,12
13,58
43,44
67,82
93,60
