64,41
37,73
65,32
93,43
79,59
90,62
72,58
44,77
32,68
49,84
30,98
45,98
68,69
59,73
54,61
72,80
87,80
90,73
86,50
81,41
74,40
51,18
41,20
41,10
98,61
102,78
105,96
108,84
100,89
93,86
93,93
94,100
85,90
59,92
60,85
54,78
44,70
48,64
88,37
100,35
62,24
58,39
50,37
66,15
74,33
87,24
107,43
101,24
91,31
64,8
75,101
74,90
51,49
40,90
34,86
116,97
117,88
117,79
67,101
49,104
56,100
106,69
114,52
105,62
106,55
114,33
105,11
39,51
113,10
113,17
83,66
72,49
27,58
24,44
81,8
27,8
77,72
79,81
24,70
33,54
31,35
57,46
117,67
110,76
54,28
76,20
71,25
83,19
90,12
95,8
48,12
59,53
15,25
113,25
104,18
