70,11
45,52
62,12
50,8
44,13
37,18
88,52
90,59
95,51
66,29
58,25
44,24
36,27
39,46
36,58
17,50
25,41
33,35
30,47
24,27
8,22
22,5
99,27
84,30
70,58
61,71
73,86
89,77
95,70
103,69
97,62
107,52
112,27
77,6
72,23
96,18
79,14
49,31
67,39
60,44
59,35
48,61
20,96
11,115
42,109
32,101
31,89
20,84
26,71
27,79
20,77
16,71
63,113
51,113
75,107
53,105
50,98
53,83
40,83
100,112
61,98
65,51
56,55
76,75
78,45
85,38
77,98
88,89
115,89
114,73
104,77
112,81
102,92
75,64
40,71
24,62
9,85
47,91
59,63
69,79
54,92
96,101
96,7
61,83
88,21
76,31
32,12
30,22
47,2
53,16
86,113
98,36
74,118
102,43
113,57
17,25
30,55
119,66
111,98
