4.055745970033025061e-01,4.587910813481004269e-01,4.006979646583055943e-01,2.931413950532168466e-01,4.147466789667819675e-01,5.221830547985057969e-01,4.208523813735678409e-01,3.852918139681610343e-01,4.158983330455344740e-01,3.959419322932120622e-01,4.264983474529809859e-01,5.509585003995398633e-01,4.519969539000477932e-01,4.975095813686037927e-01,4.376571849359940924e-01,3.663717830165927336e-01,3.017513707985374216e-01,4.550196074652091971e-01,3.869683611348323504e-01,3.851279446237415582e-01,4.296738779656100182e-01,4.579625601887922226e-01,4.487801135905016836e-01,4.294735460014162398e-01,4.030786986155429075e-01,3.935753868645563980e-01,4.070589428804924359e-01,4.532709882604207818e-01,3.966020568064957397e-01,4.904878835274507631e-01,1.878167808234458003e-01,3.908153592475321347e-01,4.070745676017142323e-01,4.244618433624671172e-01,4.260665860736544408e-01,4.254040028314440836e-01,5.140630547420954599e-01,4.383514644080247491e-01,4.581060299047529649e-01,4.671460391367659448e-01,4.394940748160479083e-01,4.281183443858895266e-01,4.667908177065698827e-01,4.454179893511026611e-01,7.101997494117545662e-01,3.859992712543590110e-01,5.103842993999895272e-01,3.159703050947954561e-01,6.171964844131284655e-01,4.658286869323770563e-01,4.139077130959864514e-01,4.497996348113172949e-01,4.199172969507512510e-01,3.827732712692309969e-01,3.667125261745519116e-01,4.397210882504896112e-01,4.232889976442247293e-01,4.676324268143418617e-01,3.411018264464973360e-01,4.324836900970969178e-01,4.585518494793020539e-01,3.219513569538032804e-01,3.412609562244777184e-01,4.096848274026738124e-01,6.837226642138931609e-01,4.168834527791981381e-01,4.528372277578858740e-01,3.076751834030304611e-01,1.805881744945949663e-01,4.650574670023547852e-01,2.767100062865915366e-01,4.281132318912596046e-01,4.022326777359021555e-01,4.009156830515598902e-01,3.330844875022560547e-01,4.166105747553388028e-01,3.676732103846421240e-01,4.212310125612994116e-01,4.532284174480322170e-01,4.319327314683507613e-01,4.697220424317796739e-01,3.780148182673880863e-01,6.897543928310453376e-01,4.726410333148637344e-01,4.858415874353975150e-01
4.100866942669891824e-01,1.697524097111370589e-01,4.440714190040955800e-01,4.128872028141443162e-01,4.416685096281460221e-01,5.203377878380904820e-01,4.017828537456868965e-01,4.181962091176884000e-01,3.881972786659614871e-01,4.481479556611726589e-01,4.532687855061883764e-01,4.778480538455054938e-01,4.027835231964815299e-01,3.475769146078978022e-01,4.415192435152944794e-01,1.312025232849935441e-01,4.683435023959333643e-01,2.043720614837658545e-01,4.318826622069291687e-01,4.461105082963855439e-01,4.309356056075248076e-01,2.637701196613032595e-01,3.917477530572439637e-01,3.635994648930278017e-01,3.996579556297521485e-01,3.180653893369749796e-01,4.335467858733369484e-01,3.944914401706574592e-01,3.949031014679491025e-01,3.866144796051921295e-01,4.591624682054957773e-01,3.568699849177964234e-01,4.484655177199495246e-01,4.294321738123754728e-01,4.387672723778958672e-01,4.473154798367618978e-01,5.059013273081708340e-01,4.399475718457061535e-01,4.125727612731892036e-01,5.709139701815495460e-01,4.150117563600654869e-01,4.519048520155010129e-01,4.212814854248487229e-01,4.153869315742610979e-01,4.134913307569738072e-01,4.569329762095621361e-01,6.517786785020247553e-01,4.013467607072301879e-01,5.657146746465702147e-01,6.919156383630341578e-01,4.677390298297852689e-01,4.668569768313839408e-01,3.928726696085163561e-01,3.853938524497602103e-01,3.939778750240882643e-01,3.901642559213059913e-01,4.469374382354758257e-01,4.619847175163350750e-01,3.681709962429565719e-01,4.323518454296347846e-01,4.389762349007227948e-01,5.718722363301242950e-01,7.175797522863814892e-01,4.182954370073656003e-01,2.825832704508878801e-01,4.210764623341142765e-01,1.385937906136376907e-01,3.030577578401756345e-01,3.642512301030211841e-01,4.251351085498539240e-01,4.864267720850758425e-01,4.158011973789018656e-01,4.267778083973591263e-01,4.593636658003181772e-01,5.338216025890841765e-01,4.534678970015191823e-01,6.056642603967123950e-01,4.156077485103307212e-01,4.232530094909670026e-01,4.692957835757015639e-01,4.348686610805871378e-01,3.900684850897397360e-01,3.257806157404674607e-01,4.352718799196675925e-01,2.661936312923989245e-01
4.524424073345748032e-01,2.746959890077700916e-01,3.957153535831528512e-01,3.933193685034783726e-01,4.140543631339641539e-01,5.572433966055102550e-01,4.623489584219961923e-01,5.949636022106070676e-01,4.283996400568411134e-01,4.856986639549659701e-01,4.237373130745368810e-01,1.657802212778410611e-01,4.358949016029392554e-01,1.327485493902265390e-01,4.478887163418024953e-01,3.444844313914347533e-01,4.546417169259329150e-01,4.837850163952545079e-01,4.573409481478974969e-01,4.315935417466316704e-01,4.491477742659543138e-01,2.963112405303001684e-01,4.332740290873194344e-01,4.297725739912035547e-01,4.377345703536588140e-01,3.810285887127315418e-01,4.214416679167059532e-01,3.638479401679307612e-01,4.145705907577130200e-01,5.145174147016839949e-01,1.067382051460807196e-01,3.930678807357617655e-01,4.783776447347938832e-01,4.448262838953325193e-01,4.623625397910682278e-01,4.396515112494175370e-01,3.692974166803610347e-01,4.454864142902917323e-01,4.139622776539009785e-01,3.128525965185239843e-01,4.343935427058866483e-01,3.845442199044131759e-01,4.715632103263400765e-01,3.884123343412582696e-01,4.715672245606062352e-01,4.332147208706227381e-01,6.453457647679511355e-01,3.840637795863087733e-01,1.928569753769887873e-01,4.540163937254763082e-01,4.057141329331269142e-01,4.556049672737605971e-01,4.349491326948582426e-01,4.619932355251070710e-01,3.932264136259376319e-01,4.540625815642426177e-01,4.374790397546556298e-01,4.289275805424425658e-01,4.898221405445793430e-01,4.792979085362327751e-01,4.034419593705709794e-01,2.665533074043404671e-01,2.419508990667978143e-01,3.999213708964288183e-01,4.447150357501803986e-01,4.602597397015820158e-01,4.702762208285898859e-01,6.951387064701658458e-01,4.097868499775226270e-01,4.297282239740527476e-01,2.950497562744495150e-01,4.046823985460529238e-01,3.987056130239249319e-01,3.938714403438650646e-01,4.488269039483950285e-01,4.287391904955970001e-01,3.996505043505025334e-01,4.378616396407891131e-01,4.234251361157863602e-01,4.576580226242918381e-01,4.576033081474571440e-01,3.699419347104449529e-01,3.594041730213613506e-01,4.187107424709505255e-01,2.197482551510637483e-01
4.134334748114521507e-01,4.338394488285968187e-01,4.467255062483795891e-01,4.227882674469943813e-01,4.276246125502390361e-01,4.283602732985660744e-01,4.563869684718375730e-01,4.096400438428409174e-01,4.534872205272766910e-01,3.471182286511825255e-01,4.136145957666223505e-01,3.594653638949787955e-01,4.506855823259042215e-01,4.203005969508444295e-01,4.441424440754456748e-01,5.811909693177871317e-01,6.014508383814434200e-01,2.946978525627002576e-01,4.295655376371191880e-01,3.863434583530989674e-01,4.495164154501132825e-01,3.303020785051199448e-01,4.069944092426910909e-01,4.549423828280336757e-01,4.183885398684705215e-01,6.082693924313187228e-01,4.366287636095320113e-01,4.347520695401157487e-01,4.376847335613454626e-01,3.521124537617350003e-01,2.723298905751526666e-01,1.694374158792735785e-01,4.440511159472370073e-01,3.801246607028274105e-01,4.351259039427202158e-01,4.349319127180589217e-01,4.697886501397462444e-01,3.887016405229142268e-01,3.982972166202882747e-01,3.057226072539421247e-01,4.566999634510486294e-01,4.176435433888305848e-01,4.291834658623538412e-01,4.527734828536149059e-01,2.786247786919249791e-01,3.722740815088456112e-01,3.145022138072844364e-01,6.070862490130597422e-01,2.870822069334092452e-01,5.644582283663799327e-01,4.502189374672317945e-01,3.926891205126387674e-01,4.122478935941722433e-01,4.236444125553700535e-01,4.378868502113592576e-01,4.541552002855223091e-01,4.156184168780535093e-01,4.597186306049138582e-01,5.159826706232130134e-01,3.653477611105103162e-01,3.927076289909530171e-01,2.974535105654662059e-01,2.750206565431741468e-01,3.856726080578593563e-01,3.929016067735117135e-01,4.047689845902417982e-01,2.704546366810376412e-01,4.857204746666495265e-01,4.145348442324073290e-01,3.564850696890252135e-01,3.498213985700444062e-01,4.008847011452683629e-01,3.882141129554845249e-01,4.075540521752662459e-01,5.745870166304666293e-01,4.261138038680404305e-01,2.905042272417463489e-01,3.927393031122556888e-01,3.963497412872823977e-01,4.424812992722741978e-01,3.843542203676932889e-01,1.601256194310583525e-01,7.511335086683200712e-01,4.079481001883044078e-01,4.476199099801132508e-01
3.946457458162997978e-01,5.262762698173540921e-01,4.046911046861099703e-01,3.741555637343842444e-01,4.427175681225045678e-01,4.613308156329476994e-01,4.363666497402207134e-01,3.812357493669001340e-01,4.041425017036345824e-01,2.855136567827999960e-01,4.380145562009205573e-01,5.532298619522725280e-01,4.609574800607864620e-01,5.459248971244725634e-01,3.951360007491319104e-01,4.791690314331811806e-01,5.051774452353482436e-01,3.705565652998132342e-01,4.418552636970071723e-01,4.210583729394009045e-01,3.576493995255786706e-01,4.935256285383953223e-01,4.150866054850919640e-01,3.675903476196897834e-01,4.235584423225793871e-01,5.319926953344596976e-01,4.549516110212367126e-01,3.888806084430749821e-01,4.475803483112215653e-01,1.500847277059070839e-01,6.230838697613947375e-01,2.434364510408216498e-01,4.019532070998568241e-01,4.362606175350819959e-01,4.641999675707969009e-01,4.526013778127714882e-01,4.086044455518037521e-01,4.525885762702334669e-01,4.199636931170444565e-01,5.162519719599294454e-01,4.459110497370733506e-01,4.016376724397502374e-01,4.164721156920931366e-01,4.434016688367136694e-01,6.219506171390583038e-01,4.187888868939189102e-01,3.746823932409199531e-01,4.310299685838582806e-01,3.133197351918479701e-01,2.660580031192947836e-01,4.022795736523216981e-01,4.509369784252574287e-01,4.659772033493801424e-01,4.301377767829254184e-01,4.334451006955700181e-01,3.738920943843326850e-01,4.571110454143155200e-01,4.032403499499930821e-01,4.032403077953681247e-01,4.712158386515579167e-01,3.657282657730137054e-01,3.745247397042887338e-01,5.252309799370278309e-01,4.252163153445938093e-01,5.225758365934782823e-01,4.662601521748940825e-01,4.129611334561372749e-01,5.175425850518584614e-01,6.418069493065186037e-01,4.147610745151388278e-01,6.450538891919945783e-01,3.584424800731773053e-01,3.578895969252244846e-01,4.568199246100203559e-01,3.969670591364042322e-01,3.797480323858025697e-01,5.251698295843364450e-01,4.533253938807970673e-01,4.067252261353410114e-01,4.051546046011759716e-01,4.610355716768555490e-01,4.573172634707411421e-01,6.098232764951149187e-01,4.413341122419359719e-01,1.757690713730698795e-01
3.932966779287067061e-01,5.058651932543121177e-01,4.758085416564583059e-01,4.274805029623033881e-01,4.540884531202099561e-01,4.573835075374934611e-01,3.974187899977860705e-01,1.035920109255137334e-01,4.456307679311549141e-01,6.188714963031504146e-01,4.288259640322155120e-01,4.013176317709327080e-04,4.027059277823496486e-01,2.693318979875413133e-01,4.712845163048817176e-01,4.069841171683064029e-01,4.499013636217693568e-01,5.943774704850159907e-01,3.772696028318438533e-01,4.217259606551213569e-01,4.456632256816088211e-01,2.384522745285198309e-01,4.687895992167401271e-01,3.840339423687067488e-01,4.104439151773483507e-01,9.375123333761132827e-01,4.134630011001752536e-01,4.763612440205746701e-01,3.970293304520100541e-01,2.603267483136945115e-01,4.947235660451803629e-01,3.795854758754017566e-01,3.995103318389963132e-01,4.277459358129224731e-01,4.665746946441665655e-01,4.544172653820734986e-01,2.471771390694159909e-01,4.218708909349806468e-01,4.266341424015760997e-01,5.083850448055392546e-01,4.258874563474448482e-01,4.680005524165706254e-01,3.900459772776052048e-01,4.618555894565765096e-01,2.262642571917328482e-01,4.511340335782041411e-01,5.433737219530900830e-01,6.758709588080029640e-01,3.273510924472285977e-01,3.857920763606585424e-01,4.188625395312368105e-01,4.596095549030130289e-01,4.491192926709629551e-01,4.141314326517359090e-01,4.441663879687138272e-01,4.218550717219514690e-01,4.378690726685730006e-01,4.557669830390699284e-01,5.361219537282498893e-01,3.738107063013685338e-01,4.475994006014585302e-01,6.353942426173904146e-01,2.197767682005348777e-01,3.998955441243011721e-01,5.825882086403783022e-01,4.229671055318265371e-01,4.693518070869973080e-01,3.034325397831471594e-01,7.452716618503204549e-01,4.112799185798566848e-01,8.176148108959929717e-01,4.593396050409232489e-01,3.896900886190922120e-01,4.225427960188685717e-01,3.519023305285327585e-01,3.968733845863661180e-01,2.412192522851148158e-01,3.934520449434292244e-01,4.322341569321575538e-01,4.353266106327033924e-01,4.455327976865524064e-01,5.920601086408449065e-01,3.631698159439498141e-01,4.331765047140422875e-01,2.572894554413321933e-01
4.123234649121735318e-01,3.789370423472251947e-01,4.094490679074992978e-01,5.332709534937791762e-01,4.517056079503191102e-01,6.196055145390958474e-01,4.290634722538219092e-01,4.517638733311127308e-01,4.138341964704851939e-01,2.917982135844918168e-01,4.541824920458793491e-01,3.978664441120790540e-01,3.957993134532430957e-01,5.322080716930435162e-01,4.058190984524154832e-01,4.421592952910246566e-01,5.217920859504857622e-01,4.649621543718387984e-01,4.197532272006733733e-01,4.612439892142715103e-01,4.379222212847752593e-01,6.288680460872330125e-01,4.417201886239877084e-01,3.937131104627039635e-01,4.673228660741687301e-01,5.508876640690230087e-01,4.604197328945485168e-01,4.293423942835323248e-01,4.327201619069747651e-01,4.418802144130613563e-01,4.216215544574610785e-01,4.047403137817727203e-01,4.592002342400640091e-01,4.113814040021072094e-01,3.890511537976124035e-01,4.211996773907579761e-01,2.284689633986187740e-01,3.828510907114982542e-01,3.946326993085711998e-01,3.501813716143203914e-01,3.856736797666890371e-01,3.790478920647407102e-01,4.170571149793256271e-01,4.515352471867068451e-01,5.318001887263421601e-01,4.503817083724492298e-01,3.527428008695491224e-01,5.034775931155908157e-01,3.532434680472913424e-01,5.448717436289529648e-01,4.106080014779839304e-01,3.733361085076185026e-01,4.407315559544817130e-01,4.366459217140678528e-01,4.397655058328067690e-01,3.739521409740630409e-01,3.935301467739298897e-01,3.939208248424510561e-01,4.479767641423352265e-01,4.539066943538860865e-01,4.554971807587277488e-01,4.182146430692342820e-01,3.446310746892323751e-01,4.359444885162646055e-01,4.924419136413883402e-01,4.187805304014284857e-01,4.402827316406681124e-01,3.375745916880102948e-01,4.969174165611921490e-01,4.710722835394604013e-01,1.879652127214444246e-01,4.625388090816546782e-01,3.893381432572049494e-01,4.496238396973126772e-01,1.903074588652912957e-01,4.322392520752950662e-01,6.526660648993419800e-01,4.090412098865470192e-01,4.125276063699095386e-01,4.229816847411611569e-01,3.956352472781776153e-01,6.133669470706237803e-01,4.782531513518490374e-01,4.687361441557444386e-01,1.305980493179903223e-01
4.321108760829251438e-01,5.058168511040400661e-01,4.644281579831253670e-01,5.588172956786746637e-01,4.512585149981194754e-01,6.722812911655349222e-01,4.657541521057884104e-01,4.211859192170589461e-01,4.498729440200510687e-01,6.452285330591820411e-01,4.495222346946434744e-01,4.134241381371085433e-01,3.979752400851465644e-01,2.941924395379947876e-01,4.294725301041434906e-01,5.624614598792885278e-01,5.636645098218795447e-01,4.245237445098309914e-01,4.191136970261234440e-01,4.687913738932930063e-01,3.997502833875093975e-01,3.761507481894861282e-01,4.376456140041294351e-01,4.148195985830877008e-01,4.154776073435706985e-01,2.894951436884338758e-01,4.566863036307684531e-01,3.803364110357864702e-01,4.217937352144761620e-01,4.243482159118693309e-01,3.948756462369572007e-01,1.680764906492600574e-01,4.345149346480756125e-01,4.466072125237963153e-01,3.933833703706455243e-01,4.432580653395339354e-01,1.192612094164566816e-01,4.465450755142411077e-01,4.628608584449825925e-01,2.634783056209127894e-01,4.334235339551945065e-01,4.506156658648254876e-01,4.661296937691390974e-01,4.492428371219939764e-01,3.055828275667483718e-01,4.307544740677619610e-01,5.090857909788772950e-01,7.101881541372910833e-01,2.603560261041790724e-01,2.320745574096311770e-01,4.159968975490712095e-01,3.795598158226924368e-01,4.275050723064434122e-01,3.881268580136745805e-01,3.847189870915380117e-01,4.576234340332803185e-01,4.216689220378306291e-01,4.042293578653522457e-01,3.521704196108969565e-01,3.976865428310982775e-01,4.386816811972883978e-01,3.216876390238463945e-01,4.021384054665035901e-01,3.779983431922948611e-01,5.112614459305998560e-01,4.395303571848850344e-01,3.335545221745316868e-01,4.468025021486605741e-01,4.195167644321123879e-01,3.946393132270609172e-01,4.488584103650718471e-01,4.629996403311480990e-01,4.282741082265483223e-01,3.819399487075293420e-01,3.491241043882187256e-01,4.379069798066957397e-01,4.467549262601454574e-01,4.399803830129062621e-01,4.146368372538304925e-01,4.167532701803777218e-01,3.857898901380351075e-01,4.178587928485414937e-01,9.473570874006463638e-02,4.454526771180178923e-01,6.213584079855651865e-01
3.991539755819709656e-01,4.845200398180560253e-01,4.235750180674630050e-01,4.590614244599338090e-01,4.309690885884963629e-01,1.126891048116436395e-01,4.028702809911665628e-01,3.736505171783832124e-01,4.274269477854788502e-01,5.358542765518446993e-01,4.740676706382501715e-01,3.275815560675591209e-01,4.642415521990397864e-01,4.941641272145997910e-01,4.080416911697022919e-01,5.216337013136279621e-01,6.432512542929215149e-01,5.517299361203200636e-01,4.225878031931025736e-01,3.960014963834301294e-01,4.105181341462492139e-01,3.226459428145000974e-01,4.488137683599656702e-01,4.629861704013703005e-01,4.405379851617928222e-01,1.042371624581360096e-01,4.484514550822894519e-01,4.111152800457789080e-01,3.999351448634178574e-01,4.088600330980900477e-01,4.323692150114015198e-01,4.230750176366696591e-01,4.005241902099541118e-01,4.578515701152311990e-01,4.026499981226087654e-01,4.667091937944664037e-01,6.732372356722208240e-01,3.789591676874289883e-01,4.397228231525561193e-01,3.118518089919036784e-01,4.088934379129063879e-01,4.198543770619092008e-01,4.493355624425784955e-01,4.611582063901543682e-01,3.657822307291732078e-01,4.210502736505487564e-01,3.432916405637733703e-01,3.718285747732233970e-01,4.767435831522274237e-01,4.750109577337954803e-01,4.153829706031335611e-01,4.024147655666203693e-01,4.473130916293615034e-01,4.672918732579028900e-01,4.271784713212586904e-01,4.140656083663765696e-01,3.913536503398289401e-01,4.775292068438506954e-01,4.012243552186790518e-01,4.694402662719064367e-01,4.629373957333985379e-01,3.395510614087902668e-01,3.437160240975573045e-01,4.378727351643606491e-01,6.426964747004776379e-01,4.235233373249793765e-01,1.815081924208144237e-01,4.786347752469611860e-01,4.310199776996410104e-01,4.364384454761848220e-01,3.980636809775702778e-01,4.708347489453703072e-01,4.167407983817872918e-01,4.583623502503511582e-01,2.812397434754290715e-01,4.631322558897531527e-01,4.776291941650888107e-01,3.865478729670660529e-01,3.905334551476038474e-01,3.764513548081868111e-01,4.227557729476349446e-01,2.589790762535855162e-01,2.872425105214667651e-01,4.003051446062580454e-01,2.898750775842143801e-01
4.594841074769709932e-01,2.947807825584149999e-01,4.334205827815764689e-01,3.543124025114604558e-01,4.699334600367702786e-01,5.911717693455618150e-01,4.274977783234351625e-01,5.448507742078922966e-01,4.278392042651364968e-01,2.239933374521838327e-01,4.204276486302777061e-01,4.664749816852119535e-01,4.548926150690295600e-01,5.209247706086780338e-01,4.575589908727259458e-01,4.288680656642674394e-01,5.150160259421193709e-01,3.119404621515733389e-01,4.406572373860596081e-01,4.642879355811830311e-01,4.091149112468865368e-01,4.175229100074535626e-01,3.687210305896886364e-01,4.191783779859193926e-01,4.500246881631776441e-01,2.653371044215540597e-01,4.226998841360717352e-01,4.460226633428990839e-01,4.645699106524446842e-01,2.900598726575945863e-01,5.571638323877295962e-01,7.187177765037400246e-01,4.728018557232079866e-01,4.152953181153891671e-01,4.006804973679289339e-01,4.376267586785958508e-01,7.181371195199058588e-02,4.157636799988921883e-01,4.449470367912391477e-01,2.527505994925440813e-01,4.028671462939318881e-01,4.431852318349430164e-01,4.492266730583054923e-01,4.200055229182863559e-01,5.824167742922197188e-01,4.100096059989419284e-01,1.808285586102747755e-01,5.040320806133390397e-01,5.694515354657587736e-01,7.628894610458585301e-01,4.265075810314837290e-01,3.996304564581216190e-01,4.439060768537775870e-01,4.503505101997308246e-01,3.913521571736661708e-01,3.999063808338981785e-01,4.651414431443184894e-01,4.465438245522364569e-01,3.278708573611430754e-01,4.337931398212793166e-01,4.182759037943606928e-01,5.361818589864197904e-01,4.703382592892664804e-01,3.888094206689359789e-01,3.802960741703967917e-01,3.982696691888834017e-01,3.245224294762909523e-01,3.066805017628131957e-01,2.934039662409236304e-01,4.782794687207712059e-01,5.930859370320218371e-01,4.229526676272702401e-01,4.678947832574222865e-01,4.153695848660856060e-01,3.190838916478009879e-01,4.527157631816426386e-01,4.968881749554557303e-01,4.281352319027063036e-01,4.602749126208752206e-01,4.186698381706462913e-01,4.391018239696472536e-01,6.905450980332805688e-01,3.912028435152310468e-01,4.262281056494860443e-01,5.358328816304379627e-01
