5.214524269104003906e-01,4.035651981830596924e-01,4.072149693965911865e-01,4.072149693965911865e-01,5.214524269104003906e-01,6.442372798919677734e-01,6.629364490509033203e-01,3.077880144119262695e-01,4.589104652404785156e-01,4.072149693965911865e-01,7.779552936553955078e-01,4.072149693965911865e-01,4.035651981830596924e-01,4.072149693965911865e-01,4.865897297859191895e-01,4.411089718341827393e-01,5.045535564422607422e-01,5.189310312271118164e-01,2.988049685955047607e-01,4.072149693965911865e-01,4.072149693965911865e-01,4.072149693965911865e-01,4.072149693965911865e-01,5.232520699501037598e-01,6.688128113746643066e-01,3.077880144119262695e-01,6.878952980041503906e-01,2.025296688079833984e-01,4.072149693965911865e-01,4.072149693965911865e-01,4.072149693965911865e-01
2.635118961334228516e-01,1.969923526048660278e-01,2.855203151702880859e-01,2.855203151702880859e-01,2.635118961334228516e-01,4.396896958351135254e-01,8.929118514060974121e-02,2.907643318176269531e-01,1.606052517890930176e-01,2.855203151702880859e-01,2.322199493646621704e-01,2.855203151702880859e-01,1.969923526048660278e-01,2.855203151702880859e-01,4.646191298961639404e-01,1.104927211999893188e-01,3.360505402088165283e-01,0.000000000000000000e+00,1.920112669467926025e-01,2.855203151702880859e-01,2.855203151702880859e-01,2.855203151702880859e-01,2.855203151702880859e-01,4.389133453369140625e-01,2.201080620288848877e-01,2.907643318176269531e-01,3.192629665136337280e-02,1.994549930095672607e-01,2.855203151702880859e-01,2.855203151702880859e-01,2.855203151702880859e-01
3.660906255245208740e-01,2.552956342697143555e-01,4.059991240501403809e-01,4.059991240501403809e-01,3.660906255245208740e-01,4.923641085624694824e-01,2.307552397251129150e-01,4.839455485343933105e-01,2.174576073884963989e-01,4.059991240501403809e-01,2.158721238374710083e-01,4.059991240501403809e-01,2.552956342697143555e-01,4.059991240501403809e-01,4.950757324695587158e-01,2.286982387304306030e-01,4.851937592029571533e-01,2.379890531301498413e-01,3.348941504955291748e-01,4.059991240501403809e-01,4.059991240501403809e-01,4.059991240501403809e-01,4.059991240501403809e-01,5.872913002967834473e-01,2.038960903882980347e-01,4.839455485343933105e-01,9.719902276992797852e-02,3.658936321735382080e-01,4.059991240501403809e-01,4.059991240501403809e-01,4.059991240501403809e-01
5.466138720512390137e-01,5.946391820907592773e-01,3.466952145099639893e-01,3.466952145099639893e-01,5.466138720512390137e-01,4.129756391048431396e-01,3.441991209983825684e-01,7.562523335218429565e-02,2.476376593112945557e-01,3.466952145099639893e-01,3.766009211540222168e-01,3.466952145099639893e-01,5.946391820907592773e-01,3.466952145099639893e-01,4.660928249359130859e-01,6.980566978454589844e-01,3.649757206439971924e-01,5.878148078918457031e-01,3.510622084140777588e-01,3.466952145099639893e-01,3.466952145099639893e-01,3.466952145099639893e-01,3.466952145099639893e-01,2.718341946601867676e-01,4.553439617156982422e-01,7.562523335218429565e-02,7.107509970664978027e-01,2.409654557704925537e-01,3.466952145099639893e-01,3.466952145099639893e-01,3.466952145099639893e-01
5.121936798095703125e-01,5.873364210128784180e-01,3.452624976634979248e-01,3.452624976634979248e-01,5.121936798095703125e-01,5.019730925559997559e-01,4.709930419921875000e-01,3.452993929386138916e-01,4.099709689617156982e-01,3.452624976634979248e-01,6.175919771194458008e-01,3.452624976634979248e-01,5.873364210128784180e-01,3.452624976634979248e-01,3.963081240653991699e-01,4.993869364261627197e-01,3.590999543666839600e-01,4.537822604179382324e-01,5.549381375312805176e-01,3.452624976634979248e-01,3.452624976634979248e-01,3.452624976634979248e-01,3.452624976634979248e-01,3.565494418144226074e-01,5.347575545310974121e-01,3.452993929386138916e-01,7.902600765228271484e-01,3.660494387149810791e-01,3.452624976634979248e-01,3.452624976634979248e-01,3.452624976634979248e-01
3.940571844577789307e-01,3.570988476276397705e-01,3.866180181503295898e-01,3.866180181503295898e-01,3.940571844577789307e-01,4.876791834831237793e-01,5.320246815681457520e-01,3.309611976146697998e-01,3.880225718021392822e-01,3.866180181503295898e-01,6.034114956855773926e-01,3.866180181503295898e-01,3.570988476276397705e-01,3.866180181503295898e-01,3.559104502201080322e-01,3.532043695449829102e-01,4.280380010604858398e-01,4.891667068004608154e-01,2.882639765739440918e-01,3.866180181503295898e-01,3.866180181503295898e-01,3.866180181503295898e-01,3.866180181503295898e-01,3.907695710659027100e-01,4.895985722541809082e-01,3.309611976146697998e-01,4.662506580352783203e-01,2.416033446788787842e-01,3.866180181503295898e-01,3.866180181503295898e-01,3.866180181503295898e-01
3.947659134864807129e-01,4.275902211666107178e-01,4.157606363296508789e-01,4.157606363296508789e-01,3.947659134864807129e-01,2.344364374876022339e-01,4.785684645175933838e-01,4.024513661861419678e-01,4.681227207183837891e-01,4.157606363296508789e-01,3.138568699359893799e-01,4.157606363296508789e-01,4.275902211666107178e-01,4.157606363296508789e-01,4.198562204837799072e-01,4.403252601623535156e-01,2.225511372089385986e-01,4.164312481880187988e-01,4.242359697818756104e-01,4.157606363296508789e-01,4.157606363296508789e-01,4.157606363296508789e-01,4.157606363296508789e-01,2.359147518873214722e-01,3.622128367424011230e-01,4.024513661861419678e-01,5.309461355209350586e-01,4.484413564205169678e-01,4.157606363296508789e-01,4.157606363296508789e-01,4.157606363296508789e-01
3.978410363197326660e-01,4.818316102027893066e-01,3.436146974563598633e-01,3.436146974563598633e-01,3.978410363197326660e-01,7.958275079727172852e-01,7.566298246383666992e-01,2.972778975963592529e-01,6.615061759948730469e-01,3.436146974563598633e-01,1.000000000000000000e+00,3.436146974563598633e-01,4.818316102027893066e-01,3.436146974563598633e-01,4.770289957523345947e-01,3.989377915859222412e-01,4.880619347095489502e-01,6.405766010284423828e-01,4.289055466651916504e-01,3.436146974563598633e-01,3.436146974563598633e-01,3.436146974563598633e-01,3.436146974563598633e-01,6.101084947586059570e-01,7.771840095520019531e-01,2.972778975963592529e-01,7.943537831306457520e-01,3.175357878208160400e-01,3.436146974563598633e-01,3.436146974563598633e-01,3.436146974563598633e-01
4.649109244346618652e-01,4.497789144515991211e-01,3.874283432960510254e-01,3.874283432960510254e-01,4.649109244346618652e-01,5.925028920173645020e-01,5.384462475776672363e-01,4.037618041038513184e-01,2.472079545259475708e-01,3.874283432960510254e-01,5.898395776748657227e-01,3.874283432960510254e-01,4.497789144515991211e-01,3.874283432960510254e-01,4.867620170116424561e-01,4.241303801536560059e-01,4.864118099212646484e-01,6.774941086769104004e-01,4.541020691394805908e-01,3.874283432960510254e-01,3.874283432960510254e-01,3.874283432960510254e-01,3.874283432960510254e-01,4.076375961303710938e-01,4.525258541107177734e-01,4.037618041038513184e-01,7.205293774604797363e-01,3.020500540733337402e-01,3.874283432960510254e-01,3.874283432960510254e-01,3.874283432960510254e-01
5.136439204216003418e-01,4.635129570960998535e-01,4.180572926998138428e-01,4.180572926998138428e-01,5.136439204216003418e-01,2.010238170623779297e-01,5.289110541343688965e-01,1.998238414525985718e-01,6.876248121261596680e-01,4.180572926998138428e-01,5.734812617301940918e-01,4.180572926998138428e-01,4.635129570960998535e-01,4.180572926998138428e-01,3.107581138610839844e-01,7.419945597648620605e-01,3.947071731090545654e-01,4.396983385086059570e-01,2.809966802597045898e-01,4.180572926998138428e-01,4.180572926998138428e-01,4.180572926998138428e-01,4.180572926998138428e-01,1.488350033760070801e-01,8.125081658363342285e-01,1.998238414525985718e-01,5.989338159561157227e-01,4.143463373184204102e-01,4.180572926998138428e-01,4.180572926998138428e-01,4.180572926998138428e-01
