-1.650497129999999868e-01,-6.989027500000000170e-02,1.059747469999999941e-01,2.057608870000000034e-01,1.367179289999999880e-01,1.558510939999999956e-01,-1.747960070000000032e-01,-1.145660899999999954e-01,-7.507865099999999625e-02,7.953375599999999712e-02
3.689249599999999685e-02,-1.759666000000000008e-01,2.066754700000000139e-02,-1.969056699999999910e-02,1.250764089999999995e-01,-2.599938499999999986e-02,-5.374969799999999853e-02,1.802748599999999882e-02,-2.002150100000000058e-02,-1.958492010000000005e-01
6.461947199999999725e-02,-1.995024390000000036e-01,-4.427478910000000045e-01,6.633905099999999611e-02,8.553955900000000112e-02,3.341635200000000333e-02,-1.389217759999999968e-01,-5.807028599999999874e-02,6.497694900000000606e-02,7.171289200000000030e-02
1.506013489999999955e-01,9.748539200000000404e-02,9.610936600000000163e-02,-9.661707999999999408e-02,8.413960199999999390e-02,-2.229679999999999856e-02,3.150976500000000069e-01,5.423134809999999861e-01,-6.775581399999999754e-02,4.783496899999999802e-02
-5.648570000000000327e-03,4.559598900000000343e-02,8.653361599999999376e-02,1.637438469999999979e-01,-1.091405339999999974e-01,1.295719439999999945e-01,3.268290560000000067e-01,-1.054839040000000033e-01,1.816217810000000099e-01,-1.630392019999999942e-01
8.406608000000000136e-02,1.802227620000000086e-01,2.744686899999999874e-02,7.141008899999999604e-02,7.877765000000000462e-02,-9.112383899999999815e-02,-1.949902350000000117e-01,6.078693819999999581e-01,1.453944080000000028e-01,-6.470308499999999352e-02
-9.318274299999999843e-02,7.374072199999999466e-02,2.797923299999999919e-02,1.378980589999999895e-01,-5.467439400000000116e-02,7.583280000000000402e-03,-1.217363719999999955e-01,1.432892620000000006e-01,-9.664527400000000323e-02,-1.912534449999999941e-01
-2.157118959999999863e-01,2.212368150000000033e-01,7.463599899999999454e-02,-1.383585900000000070e-02,-3.151616000000000140e-02,1.208226010000000017e-01,6.711273299999999387e-02,-2.044378470000000059e-01,-4.531002199999999841e-02,-2.065553999999999828e-03
7.289898400000000001e-02,1.345284250000000070e-01,1.286275040000000036e-01,-1.119009430000000027e-01,8.474284899999999510e-02,1.050391789999999964e-01,1.022910949999999985e-01,1.142174410000000029e-01,-2.202297689999999919e-01,7.761900100000000691e-02
1.355306109999999953e-01,1.855997540000000057e-01,9.842776500000000039e-02,1.498325789999999935e-01,1.369440490000000121e-01,-2.365962599999999957e-02,9.883179000000000616e-03,6.320772099999999449e-02,3.286858000000000141e-03,-3.734408000000000172e-01
