94,31
75,27
97,26
32,29
44,29
42,10
45,18
52,17
61,24
56,20
64,18
71,18
84,13
34,53
19,38
9,39
116,36
15,89
22,78
30,80
22,49
95,107
34,46
50,48
69,35
49,68
86,61
80,59
38,4
24,7
66,104
36,100
49,98
13,103
3,98
82,96
20,102
27,102
19,110
20,93
25,90
37,88
44,92
56,107
58,97
101,65
7,54
8,60
13,51
53,10
59,7
69,86
70,74
88,79
94,67
114,103
102,102
103,96
93,7
76,8
26,72
40,64
46,86
45,71
46,80
61,71
85,49
89,45
82,36
102,41
107,55
111,69
101,53
80,72
54,79
73,64
62,54
68,59
67,54
70,49
55,52
64,42
59,38
55,33
75,87
62,88
21,61
20,22
29,23
26,16
34,16
39,18
84,84
74,96
75,105
106,83
112,85
93,85
87,88
99,90
85,70
79,48
55,45
114,47
102,13
44,53
24,41
24,36
41,47
40,40
48,58
40,58
11,83
5,89
6,73
68,14
75,13
35,25
52,38
13,113
28,111
37,111
44,99
96,102
94,97
83,106
108,20
33,37
18,74
62,93
68,81
57,75
81,101
44,43
69,41
88,37
88,30
62,33
68,29
106,50
99,71
109,74
114,78
62,83
65,76
52,74
96,44
110,28
66,65
102,86
44,106
53,95
54,89
31,99
48,35
22,84
16,25
77,19
118,50
101,21
90,64
74,81
23,54
19,66
10,68
46,24
40,35
56,57
32,64
26,58
34,83
30,90
14,79
9,77
59,14
59,29
75,42
76,56
82,27
18,55
17,48
19,31
89,10
62,100
111,58
76,34
111,64
52,29
97,56
91,55
34,71
60,48
37,30
27,31
55,84
78,93
98,81
57,68
100,48
35,77
71,100
81,65
53,65
100,35
93,40
83,77
