70,39
77,29
59,55
58,32
53,15
49,34
58,24
37,24
44,28
43,22
62,39
62,44
69,33
64,33
50,23
49,18
65,17
60,19
62,11
55,46
52,50
35,46
30,53
29,47
37,53
43,57
68,69
48,63
51,54
86,50
78,54
80,48
72,46
86,57
70,56
66,52
33,74
26,59
53,67
65,61
34,88
41,79
41,89
75,75
29,24
94,79
70,101
86,91
82,87
108,65
47,84
91,95
95,20
50,40
43,50
84,24
73,7
99,64
107,59
94,55
54,83
60,82
96,26
92,14
45,40
80,75
76,66
88,41
61,51
47,13
53,10
30,83
29,97
39,30
49,58
48,48
58,13
65,5
60,6
48,3
32,10
38,62
32,60
17,111
82,34
61,74
58,61
99,73
24,91
20,86
19,76
101,90
43,16
21,41
48,99
52,92
28,105
79,38
94,35
56,37
23,52
92,48
73,52
66,47
38,93
29,92
32,28
88,74
92,66
109,50
107,30
61,100
33,107
39,108
65,111
56,96
