30,33
20,31
21,54
16,69
18,83
35,47
32,53
33,101
48,108
79,95
108,95
104,74
92,64
47,33
42,27
43,15
76,56
78,45
86,29
79,26
87,20
93,26
93,33
84,50
91,49
98,47
111,77
59,13
35,26
27,24
8,76
11,63
13,56
28,87
38,90
33,80
31,73
23,71
38,74
46,93
55,113
78,112
73,87
85,99
66,59
59,50
51,49
52,40
61,39
70,41
72,28
61,31
70,20
63,23
49,25
79,15
78,7
95,18
104,19
93,106
100,107
70,96
62,98
66,89
64,82
74,79
82,89
55,94
35,65
29,60
44,62
52,60
39,53
61,73
60,66
95,92
110,88
102,101
93,99
43,45
26,40
109,46
117,37
107,34
99,30
78,34
89,39
112,70
112,63
103,53
93,56
100,60
83,57
44,82
60,106
51,100
81,82
77,72
52,67
88,78
95,83
68,50
30,108
26,102
19,61
53,76
78,64
66,112
82,106
107,108
101,87
110,55
100,40
27,47
6,52
51,15
88,7
100,12
20,109
68,75
51,87
68,34
56,24
42,39
34,40
99,67
85,71
41,107
70,105
114,114
92,114
104,115
17,48
63,4
32,7
47,71
116,95
54,8
88,90
59,59
117,57
