27,48
43,46
39,33
49,30
62,36
42,63
18,54
9,61
9,78
6,92
12,87
18,79
33,70
28,59
28,76
41,70
40,79
22,70
11,69
35,51
51,51
51,43
54,36
13,48
15,41
36,17
57,17
64,26
60,44
67,52
76,47
78,34
82,40
89,43
101,36
106,52
99,52
110,61
85,74
90,80
102,60
69,59
24,91
32,83
24,84
35,95
28,101
16,100
32,112
14,110
37,104
48,107
44,94
76,81
102,74
100,87
102,96
109,85
112,77
76,24
85,21
65,85
61,106
70,111
86,94
60,97
48,22
20,29
87,62
52,84
24,114
18,61
59,64
74,67
86,50
78,57
49,68
56,29
47,37
31,33
24,38
39,25
65,70
65,78
51,59
70,40
52,93
71,92
87,87
94,97
16,93
51,76
92,56
74,102
78,88
108,102
99,106
17,120
100,67
97,80
92,72
118,62
114,95
118,88
73,74
58,71
81,67
