108,55
103,36
99,52
93,47
93,35
87,28
81,26
101,22
97,27
101,82
92,82
89,74
92,70
101,66
92,95
99,101
91,107
84,102
84,96
75,96
78,91
85,84
75,85
80,66
81,33
81,40
78,46
41,32
34,31
65,9
61,17
57,81
77,60
59,46
36,68
30,70
27,74
14,59
18,52
22,46
24,40
25,34
31,35
52,116
44,102
47,106
60,93
63,83
56,96
44,83
37,50
33,86
110,48
110,60
77,109
79,116
86,51
44,90
34,14
69,73
50,62
104,29
106,41
46,55
54,34
53,29
91,100
24,69
50,75
55,67
86,33
92,65
96,60
89,55
86,60
66,47
64,29
32,42
30,25
66,91
49,94
43,78
54,102
62,103
59,51
30,97
64,69
87,111
72,112
94,89
84,90
81,51
37,37
53,59
70,24
66,59
58,73
71,43
62,42
53,42
79,77
44,65
36,45
49,49
67,109
89,88
68,101
84,69
75,74
73,91
58,63
31,10
88,5
76,15
98,37
36,76
66,35
72,36
76,69
42,71
50,68
21,74
77,36
76,30
60,36
46,35
49,84
37,89
99,72
103,59
10,96
39,81
14,81
25,87
27,47
88,40
66,64
52,54
60,57
65,14
55,24
25,15
35,26
47,42
28,54
74,80
70,52
87,11
87,18
59,3
102,44
96,42
22,56
59,9
22,110
44,26
43,46
80,105
55,112
49,101
49,89
25,64
50,38
80,86
99,96
45,97
62,114
43,112
23,81
84,22
